0.00;0.55;6.85;11.25;0.00;0.00;0.00;0.00;13.65;9.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.35;5.45;7.35;0.00;0.00;11.20;9.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.55;0.00;6.65;11.05;0.00;0.00;0.00;0.00;13.45;9.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.15;5.25;7.15;0.00;0.00;11.00;9.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
6.85;6.65;0.00;3.80;0.00;0.00;0.00;0.00;9.20;7.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.10;8.80;10.70;0.00;0.00;14.55;12.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
11.25;11.05;3.80;0.00;9.00;0.00;0.00;0.00;9.60;7.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.50;10.20;15.10;0.00;0.00;18.95;17.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;9.00;0.00;4.30;0.00;7.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;4.30;0.00;7.00;7.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;7.00;0.00;8.10;0.00;0.00;0.00;0.00;12.35;11.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;7.80;7.50;8.10;0.00;5.25;0.00;9.55;12.15;12.30;0.00;0.00;0.00;0.00;0.00;0.00;15.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
13.65;13.45;9.20;9.60;0.00;0.00;0.00;5.25;0.00;10.25;8.05;12.10;15.75;0.00;0.00;0.00;0.00;0.00;0.00;18.60;0.00;0.00;0.00;15.90;12.60;17.50;0.00;0.00;21.35;19.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
9.45;9.25;7.45;7.85;0.00;0.00;0.00;0.00;10.25;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.60;6.90;13.30;0.00;0.00;17.15;15.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.55;8.05;3.00;0.00;7.10;16.00;0.00;0.00;0.00;0.00;0.00;0.00;18.85;0.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.15;12.10;0.00;7.10;0.00;6.35;0.00;0.00;0.00;0.00;0.00;0.00;7.25;8.80;7.55;0.00;11.55;21.55;21.90;14.95;0.00;20.05;24.10;18.75;0.00;0.00;28.45;32.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;12.35;12.30;15.75;0.00;16.00;6.35;0.00;7.90;0.00;0.00;0.00;0.00;0.00;9.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;11.25;0.00;0.00;0.00;0.00;0.00;7.90;0.00;14.15;0.00;0.00;0.00;0.00;9.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.15;0.00;10.05;9.35;14.25;0.00;11.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.05;0.00;1.85;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.35;1.85;0.00;9.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.25;10.00;9.30;0.00;2.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;6.20;12.55;0.00;20.15;0.00;0.00;0.00;0.00;19.65;0.00;0.00;0.00;0.00;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.15;18.60;0.00;18.85;7.25;9.35;9.30;11.65;0.00;0.00;0.00;6.20;0.00;9.95;8.70;18.35;15.50;25.50;25.85;18.90;17.85;24.00;28.05;22.70;0.00;24.20;32.40;36.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.80;0.00;0.00;0.00;0.00;0.00;0.00;12.55;9.95;0.00;3.50;5.00;17.05;27.05;27.40;20.45;8.90;25.55;29.60;24.25;0.00;15.25;33.95;38.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.70;3.50;0.00;2.50;13.30;19.60;19.95;13.00;0.00;18.10;22.15;16.80;0.00;0.00;26.50;30.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.15;18.35;5.00;2.50;0.00;0.00;0.00;0.00;3.80;5.50;0.00;0.00;8.65;0.00;14.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
10.35;10.15;13.10;13.50;0.00;0.00;0.00;0.00;15.90;7.60;5.00;11.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.50;17.05;13.30;0.00;0.00;7.50;14.20;19.20;0.00;18.05;16.25;23.00;0.00;0.00;32.70;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5.45;5.25;8.80;10.20;0.00;0.00;0.00;0.00;12.60;6.90;0.00;21.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.50;27.05;19.60;0.00;7.50;0.00;9.30;10.60;0.00;13.15;11.35;14.40;0.00;0.00;24.10;28.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
7.35;7.15;10.70;15.10;0.00;0.00;0.00;0.00;17.50;13.30;0.00;21.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.85;27.40;19.95;0.00;14.20;9.30;0.00;10.95;0.00;8.05;6.25;14.75;0.00;0.00;24.45;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.90;20.45;13.00;3.80;19.20;10.60;10.95;0.00;4.45;9.10;13.15;5.00;0.00;0.00;17.50;21.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.65;17.85;8.90;0.00;5.50;0.00;0.00;0.00;4.45;0.00;0.00;0.00;8.05;0.00;8.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
11.20;11.00;14.55;18.95;0.00;0.00;0.00;0.00;21.35;17.15;0.00;20.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.00;25.55;18.10;0.00;18.05;13.15;8.05;9.10;0.00;0.00;7.30;6.15;0.00;0.00;11.65;15.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00
9.40;9.20;12.75;17.15;0.00;0.00;0.00;0.00;19.55;15.35;0.00;24.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.05;29.60;22.15;0.00;16.25;11.35;6.25;13.15;0.00;7.30;0.00;9.35;0.00;0.00;9.50;13.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.70;24.25;16.80;8.65;23.00;14.40;14.75;5.00;8.05;6.15;9.35;0.00;4.10;0.00;12.40;8.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.10;0.00;8.60;0.00;0.00;0.00;12.75;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.00;24.20;15.25;0.00;14.05;0.00;0.00;0.00;0.00;8.35;0.00;0.00;0.00;8.60;0.00;0.00;0.00;0.00;6.55;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.40;33.95;26.50;0.00;32.70;24.10;24.45;17.50;0.00;11.65;9.50;12.40;0.00;0.00;0.00;5.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.60;38.15;30.70;0.00;36.90;28.30;28.65;21.70;0.00;15.85;13.70;8.80;0.00;0.00;5.05;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;7.10;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.75;6.55;0.00;0.00;0.00;0.00;1.40;7.80;8.05;10.35;10.45
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.10;1.40;0.00;8.50;8.75;9.05;9.15
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.80;8.50;0.00;0.60;12.75;12.85
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.05;8.75;0.60;0.00;13.00;13.10
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.35;9.05;12.75;13.00;0.00;0.70
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.45;9.15;12.85;13.10;0.70;0.00
